controller,unified,endpoint,route,verb,requestLegacy,requestUnified,responseLegacy,responseUnified,authorization,metadata,legacyService,unifiedService,statusCodes,classification,compatibility,note
FacultyScopesController,UnifiedFacultyScopesController,GetMyAllowedFaculties,api/facultyscopes/me/allowed-faculties,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<Int32>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<Int32>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=me/allowed-faculties,Order=0,Name=",IFacultyScopeService.GetAllowedFacultyIdsForUserAsync,IUnifiedFacultyScopeService.GetAllowedFacultyIdsForUserAsync,200;400;401;403;404;409;500 (ServiceResult),CONTRACT_CHANGE,FRONTEND_IMPACT,FacultyId/allowed IDs now local. External selections must use ExternalFacultyId from shared response; never send a local FacultyId as external. Existing DTO is sufficient.
FundingTypesController,UnifiedFundingTypesController,List,api/fundingtypes,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
FundingTypesController,UnifiedFundingTypesController,GetById,api/fundingtypes/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
FundingTypesController,UnifiedFundingTypesController,Create,api/fundingtypes,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
FundingTypesController,UnifiedFundingTypesController,Update,api/fundingtypes/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
FundingTypesController,UnifiedFundingTypesController,Delete,api/fundingtypes/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,Create,api/groups,POST,AddGroupRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddGroupRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<GroupResponseDTO>>>,Task<ActionResult<ServiceResult<GroupResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IGroupService.CreateAsync,IUnifiedGroupService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,GetById,api/groups/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<GroupResponseDTO>>>,Task<ActionResult<ServiceResult<GroupResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IGroupService.GetByIdAsync,IUnifiedGroupService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,List,api/groups/type/{type:int},GET,Int32 type default= ;CancellationToken ct default= ,Int32 type default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<GroupResponseDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<GroupResponseDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=type/{type:int},Order=0,Name=",IGroupService.ListAsync,IUnifiedGroupService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,Update,api/groups,PUT,UpdateGroupRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,UpdateGroupRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<GroupResponseDTO>>>,Task<ActionResult<ServiceResult<GroupResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template=,Order=0,Name=",IGroupService.UpdateAsync,IUnifiedGroupService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,AddMember,api/groups/members,POST,AddGroupMemberRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddGroupMemberRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<GroupMemberResponseDTO>>>,Task<ActionResult<ServiceResult<GroupMemberResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=members,Order=0,Name=",IGroupService.AddMemberAsync,IUnifiedGroupService.AddMemberAsync,200;400;401;403;404;409;500 (ServiceResult),IDENTITY_BOUNDARY,INTENTIONAL_CHANGE,Unified Identity boundary may return explicit mapping/role/pending-change failures using unchanged ServiceResult error contract.
GroupsController,UnifiedGroupsController,RemoveMember,api/groups/{groupId:int}/members/{memberId:int},DELETE,Int32 groupId default= ;Int32 memberId default= ;CancellationToken ct default= ,Int32 groupId default= ;Int32 memberId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={groupId:int}/members/{memberId:int},Order=0,Name=",IGroupService.RemoveMemberAsync,IUnifiedGroupService.RemoveMemberAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,GetExternalUsers,api/groups/{groupId:int}/members,GET,Int32 groupId default= ;CancellationToken ct default= ,Int32 groupId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<ResolvedUserProfileDTO>>>>,Task<ActionResult<ServiceResult<List<ResolvedUserProfileDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={groupId:int}/members,Order=0,Name=",IGroupService.GetExternalUsersByGroupAsync,IUnifiedGroupService.GetExternalUsersByGroupAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,GetByProject,api/groups/by-project/{projectId:int},GET,Int32 projectId default= ;CancellationToken ct default= ,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<GroupResponseDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<GroupResponseDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-project/{projectId:int},Order=0,Name=",IGroupService.GetByProjectAsync,IUnifiedGroupService.GetByProjectAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,GetProjectMembersReport,api/groups/project-members-report/{projectId:int},GET,Int32 projectId default= ;CancellationToken ct default= ,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectMembersReportDTO>>>,Task<ActionResult<ServiceResult<ProjectMembersReportDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=project-members-report/{projectId:int},Order=0,Name=",IGroupService.GetProjectMembersReportAsync,IUnifiedGroupService.GetProjectMembersReportAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,GetAllExternalUsers,api/groups/external-users,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<ResolvedUserProfileDTO>>>>,Task<ActionResult<ServiceResult<List<ResolvedUserProfileDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=external-users,Order=0,Name=",IGroupService.GetAllExternalUsersAsync,IUnifiedGroupService.GetAllExternalUsersAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,GetExternalUserByAspNetId,api/groups/external-users/by-aspnet/{userId:int},GET,Int32 userId default= ;CancellationToken ct default= ,Int32 userId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ResolvedUserProfileDTO>>>,Task<ActionResult<ServiceResult<ResolvedUserProfileDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=external-users/by-aspnet/{userId:int},Order=0,Name=",IGroupService.GetExternalUserByAspNetIdAsync,IUnifiedGroupService.GetExternalUserByAspNetIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
GroupsController,UnifiedGroupsController,GetExternalUserByEmail,api/groups/external-users/by-email,GET,String email default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,String email default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ResolvedUserProfileDTO>>>,Task<ActionResult<ServiceResult<ResolvedUserProfileDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=external-users/by-email,Order=0,Name=",IGroupService.GetExternalUserByEmailAsync,IUnifiedGroupService.GetExternalUserByEmailAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
IndexingSourcesController,UnifiedIndexingSourcesController,List,api/indexingsources,GET,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<IndexingSourceListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<IndexingSourceListItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IIndexingSourceService.ListAsync,IUnifiedIndexingSourceService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
IndexingSourcesController,UnifiedIndexingSourcesController,GetById,api/indexingsources/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IndexingSourceListItemDTO>>>,Task<ActionResult<ServiceResult<IndexingSourceListItemDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IIndexingSourceService.GetByIdAsync,IUnifiedIndexingSourceService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
IndexingSourcesController,UnifiedIndexingSourcesController,GetKeyValues,api/indexingsources/keyvalues,GET,String term default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];Nullable<Int32> take default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,String term default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];Nullable<Int32> take default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<KeyValueItemDTO>>>>,Task<ActionResult<ServiceResult<List<KeyValueItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=keyvalues,Order=0,Name=",IIndexingSourceService.GetKeyValuesAsync,IUnifiedIndexingSourceService.GetKeyValuesAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
IndexingSourcesController,UnifiedIndexingSourcesController,Create,api/indexingsources,POST,IndexingSourceCreateRequestDTO body default= ;CancellationToken ct default= ,IndexingSourceCreateRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IndexingSourceListItemDTO>>>,Task<ActionResult<ServiceResult<IndexingSourceListItemDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IIndexingSourceService.CreateAsync,IUnifiedIndexingSourceService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
IndexingSourcesController,UnifiedIndexingSourcesController,Update,api/indexingsources/{id:int},PUT,Int32 id default= ;IndexingSourceUpdateRequestDTO body default= ;CancellationToken ct default= ,Int32 id default= ;IndexingSourceUpdateRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IndexingSourceListItemDTO>>>,Task<ActionResult<ServiceResult<IndexingSourceListItemDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IIndexingSourceService.UpdateAsync,IUnifiedIndexingSourceService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
InstitutionsController,UnifiedInstitutionsController,List,api/institutions,GET,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<InstitutionListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<InstitutionListItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IInstitutionService.ListAsync,IUnifiedInstitutionService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
InstitutionsController,UnifiedInstitutionsController,GetById,api/institutions/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<InstitutionDetailDTO>>>,Task<ActionResult<ServiceResult<InstitutionDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IInstitutionService.GetByIdAsync,IUnifiedInstitutionService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
InstitutionsController,UnifiedInstitutionsController,GetKeyValues,api/institutions/keyvalues,GET,String term default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];Nullable<Int32> take default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,String term default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];Nullable<Int32> take default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<KeyValueItemDTO>>>>,Task<ActionResult<ServiceResult<List<KeyValueItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=keyvalues,Order=0,Name=",IInstitutionService.GetKeyValuesAsync,IUnifiedInstitutionService.GetKeyValuesAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
InstitutionsController,UnifiedInstitutionsController,Create,api/institutions,POST,AddInstitutionRequestDTO body default= ;CancellationToken ct default= ,AddInstitutionRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<InstitutionDetailDTO>>>,Task<ActionResult<ServiceResult<InstitutionDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IInstitutionService.CreateAsync,IUnifiedInstitutionService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
InstitutionsController,UnifiedInstitutionsController,Update,api/institutions/{id:int},PUT,Int32 id default= ;UpdateInstitutionRequestDTO body default= ;CancellationToken ct default= ,Int32 id default= ;UpdateInstitutionRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<InstitutionDetailDTO>>>,Task<ActionResult<ServiceResult<InstitutionDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IInstitutionService.UpdateAsync,IUnifiedInstitutionService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
MemberRoleTypesController,UnifiedMemberRoleTypesController,GetAll,api/memberroletypes,GET,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<MemberRoleTypeListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<MemberRoleTypeListItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IMemberRoleTypeService.ListAsync,IUnifiedMemberRoleTypeService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
MemberRoleTypesController,UnifiedMemberRoleTypesController,GetById,api/memberroletypes/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<MemberRoleTypeDetailDTO>>>,Task<ActionResult<ServiceResult<MemberRoleTypeDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IMemberRoleTypeService.GetByIdAsync,IUnifiedMemberRoleTypeService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
MemberRoleTypesController,UnifiedMemberRoleTypesController,GetKeyValues,api/memberroletypes/key-values,GET,String term default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];Nullable<Int32> take default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,String term default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];Nullable<Int32> take default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<KeyValueItemDTO>>>>,Task<ActionResult<ServiceResult<List<KeyValueItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=key-values,Order=0,Name=",IMemberRoleTypeService.GetKeyValuesAsync,IUnifiedMemberRoleTypeService.GetKeyValuesAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
MemberRoleTypesController,UnifiedMemberRoleTypesController,Create,api/memberroletypes,POST,AddMemberRoleTypeRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddMemberRoleTypeRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<MemberRoleTypeDetailDTO>>>,Task<ActionResult<ServiceResult<MemberRoleTypeDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IMemberRoleTypeService.CreateAsync,IUnifiedMemberRoleTypeService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
MemberRoleTypesController,UnifiedMemberRoleTypesController,Update,api/memberroletypes/{id:int},PUT,Int32 id default= ;UpdateMemberRoleTypeRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateMemberRoleTypeRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<MemberRoleTypeDetailDTO>>>,Task<ActionResult<ServiceResult<MemberRoleTypeDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IMemberRoleTypeService.UpdateAsync,IUnifiedMemberRoleTypeService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveActivitiesController,UnifiedObjectiveActivitiesController,GetByObjective,api/objectiveactivities/by-objective/{objectiveId:int},GET,Int32 objectiveId default= ;CancellationToken ct default= ,Int32 objectiveId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ObjectiveActivityListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ObjectiveActivityListItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-objective/{objectiveId:int},Order=0,Name=",IObjectiveActivityService.ListByObjectiveAsync,IUnifiedObjectiveActivityService.ListByObjectiveAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveActivitiesController,UnifiedObjectiveActivitiesController,GetById,api/objectiveactivities/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ObjectiveActivityDetailDTO>>>,Task<ActionResult<ServiceResult<ObjectiveActivityDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IObjectiveActivityService.GetByIdAsync,IUnifiedObjectiveActivityService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveActivitiesController,UnifiedObjectiveActivitiesController,Create,api/objectiveactivities,POST,AddObjectiveActivityRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddObjectiveActivityRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ObjectiveActivityDetailDTO>>>,Task<ActionResult<ServiceResult<ObjectiveActivityDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IObjectiveActivityService.CreateAsync,IUnifiedObjectiveActivityService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveActivitiesController,UnifiedObjectiveActivitiesController,Update,api/objectiveactivities/{id:int},PUT,Int32 id default= ;UpdateObjectiveActivityRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateObjectiveActivityRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ObjectiveActivityDetailDTO>>>,Task<ActionResult<ServiceResult<ObjectiveActivityDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IObjectiveActivityService.UpdateAsync,IUnifiedObjectiveActivityService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveActivitiesController,UnifiedObjectiveActivitiesController,Delete,api/objectiveactivities/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<Boolean>>>,Task<ActionResult<ServiceResult<Boolean>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IObjectiveActivityService.DeleteAsync,IUnifiedObjectiveActivityService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
