model,source,target,owner,name,type,path,line
unified,ResearchCategory,ProjectResearchCategory,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.ResearchCategory.ResearchCategory,ProjectResearchCategories,ICollection<ProjectResearchCategory>,tesisproject.backend/Data/UnifiedEntities/Catalogs/ResearchCategory.cs,41
unified,ArticleFile,Article,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.ArticleFile.ArticleFile,Article,Article,tesisproject.backend/Data/UnifiedEntities/Articles/ArticleFile.cs,9
unified,ConvocationRule,Convocation,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ConvocationRule.ConvocationRule,Convocation,Convocation?,tesisproject.backend/Data/UnifiedEntities/Core/ConvocationRule.cs,18
unified,ConvocationRule,ConvocationRuleIndexing,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ConvocationRule.ConvocationRule,AllowedIndexings,ICollection<ConvocationRuleIndexing>?,tesisproject.backend/Data/UnifiedEntities/Core/ConvocationRule.cs,29
unified,SpecificField,BroadField,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.SpecificField.SpecificField,BroadField,BroadField,tesisproject.backend/Data/UnifiedEntities/Articles/SpecificField.cs,9
unified,SpecificField,DetailedField,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.SpecificField.SpecificField,DetailedFields,ICollection<DetailedField>,tesisproject.backend/Data/UnifiedEntities/Articles/SpecificField.cs,12
unified,VenueMetric,Venue,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.VenueMetric.VenueMetric,Venue,Venue,tesisproject.backend/Data/UnifiedEntities/Articles/VenueMetric.cs,11
unified,ArticleIndexing,Article,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.ArticleIndexing.ArticleIndexing,Article,Article,tesisproject.backend/Data/UnifiedEntities/Articles/ArticleIndexing.cs,8
unified,ArticleIndexing,IndexingSource,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.ArticleIndexing.ArticleIndexing,IndexingSource,IndexingSource,tesisproject.backend/Data/UnifiedEntities/Articles/ArticleIndexing.cs,10
unified,GroupMember,Group,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.GroupMember.GroupMember,Group,Group,tesisproject.backend/Data/UnifiedEntities/Core/GroupMember.cs,39
unified,GroupMember,MemberRoleType,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.GroupMember.GroupMember,MemberRole,MemberRoleType?,tesisproject.backend/Data/UnifiedEntities/Core/GroupMember.cs,40
unified,ProjectDocument,Project,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ProjectDocument.ProjectDocument,Project,Project,tesisproject.backend/Data/UnifiedEntities/Core/ProjectDocument.cs,35
unified,ProjectDocument,Document,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ProjectDocument.ProjectDocument,Document,Document,tesisproject.backend/Data/UnifiedEntities/Core/ProjectDocument.cs,36
unified,ResearchCategoryType,ResearchCategoryGroup,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.ResearchCategoryType.ResearchCategoryType,ResearchCategoryGroup,ResearchCategoryGroup,tesisproject.backend/Data/UnifiedEntities/Catalogs/ResearchCategoryType.cs,13
unified,ResearchCategoryType,ResearchCategory,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.ResearchCategoryType.ResearchCategoryType,ResearchCategories,ICollection<ResearchCategory>,tesisproject.backend/Data/UnifiedEntities/Catalogs/ResearchCategoryType.cs,15
unified,Faculty,Article,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Faculty.Faculty,Articles,ICollection<Article>,tesisproject.backend/Data/UnifiedEntities/Articles/Faculty.cs,21
